General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,160,20.50282919,103.402957,0.01489981,0.59547854,0.979083,1.00101,0.74605,0.0013,0,0,-1,347.18,354.877,1040.286,0,0
,,161,20.54916091,104.901735,0.01479395,0.56616716,0.974879,1.000735,0.756962,-0.0001,0,0,-1,346.86,354.483,1040.405,0,0
,,162,20.59549241,100.980329,0.01470012,0.53919153,0.978106,1.000633,0.843807,0.0018,0,0,-1,346.656,354.172,1040.669,0,0
,,163,20.63171841,107.747857,0.0146968,0.50540233,0.984909,1.000388,0.893312,-0.0013,0,0,-1,346.342,353.824,1040.639,0,0
,,164,20.66660959,105.779785,0.01470234,0.48118246,0.983357,1.000656,0.756146,-0.0026,0,0,-1,346.131,353.426,1040.983,0,0
,,165,20.69794003,101.616976,0.01470021,0.45606848,0.980777,1.000763,0.672623,0.0008,0,0,-1,345.808,353.099,1041.117,0,0
,,166,20.72508576,104.890327,0.01470947,0.42232675,0.976453,1.000988,0.714161,0.0002,0,0,-1,345.537,352.687,1041.117,0,0
,,167,20.74998371,103.369477,0.01477816,0.39914113,0.975636,1.000871,0.75398,0,0,0,-1,345.305,352.383,1041.265,0,0
,,168,20.77148571,103.681517,0.01489955,0.36823572,0.98322,1.00089,0.751673,0.0003,0,0,-1,344.925,351.964,1041.396,0,0
,,169,20.78929561,103.951199,0.01517523,0.33815515,0.982522,1.000393,0.729844,0.0027,0,0,-1,344.744,351.61,1041.503,0,0
,,170,20.80719866,111.257287,0.01540634,0.30963682,0.98361,1.000764,0.69852,0.0002,0,0,-1,344.443,351.308,1041.598,0,0
,,171,20.81936828,105.802202,0.01579377,0.28092227,0.978884,1.000793,0.650694,0.0004,0,0,-1,344.267,350.986,1041.691,0,0
,,172,20.83010012,105.796617,0.0160759,0.2579359,0.970543,1.000567,0.623068,0.0034,0,0,-1,344.073,350.773,1041.716,0,0
,,173,20.83352837,106.687552,0.01630269,0.24218175,0.976336,1.000087,0.639236,-0.0002,0,0,-1,343.818,350.422,1041.753,0,0
,,174,20.83999749,99.221251,0.01661194,0.22034127,0.982279,1.000593,0.563718,0.0003,0,0,-1,343.679,350.202,1041.738,0,0
,,175,20.84414232,102.887728,0.01689036,0.20261595,0.989735,1.000481,0.545109,0.0002,0,0,-1,343.41,349.923,1041.725,0,0
,,176,20.84700913,104.591097,0.01719782,0.18937428,0.977877,1.000462,0.572161,0.0013,0,0,-1,343.323,349.677,1041.749,0,0
,,177,20.84733482,108.682087,0.01762265,0.17950083,0.976163,1.000387,0.587094,-0.0003,0,0,-1,343.101,349.485,1041.657,0,0
,,178,20.84697782,104.202038,0.01789433,0.16844961,0.983202,1.000514,0.527025,0.0005,0,0,-1,342.936,349.219,1041.638,0,0
,,179,20.84715138,101.030723,0.01809766,0.1601523,0.985014,1.000546,0.53201,0.0027,0,0,-1,342.811,349.048,1041.591,0,0
,,180,20.84812508,103.543939,0.01848543,0.15354085,0.988634,1.000818,0.532035,0,0,0,-1,342.552,348.717,1041.566,0,0
,,181,20.84994442,107.119648,0.01868336,0.14745944,0.984896,1.000749,0.467865,-0.0021,0,0,-1,342.399,348.463,1041.553,0,0
,,182,20.85201647,107.488531,0.01879346,0.14232022,0.974429,1.000712,0.441249,0.0001,0,0,-1,342.141,348.234,1041.486,0,0
,,183,20.85669651,105.969436,0.01868426,0.1372716,0.979779,1.000396,0.503136,-0.0019,0,0,-1,342.058,347.991,1041.44,0,0
,,184,20.8619628,104.356937,0.01848682,0.13411862,0.981772,1.000366,0.516863,0.0001,0,0,-1,341.861,347.831,1041.379,0,0
,,185,20.8619772,104.907523,0.01831982,0.13141852,0.983202,1.00083,0.435827,-0.0003,0,0,-1,341.69,347.557,1041.369,0,0
,,186,20.86330578,102.522788,0.01801404,0.12940412,0.987654,1.000427,0.393381,-0.0004,0,0,-1,341.6,347.393,1041.347,0,0
,,187,20.86535108,103.491427,0.01770325,0.1271115,0.981258,1.000366,0.43194,0.001,0,0,-1,341.375,347.143,1041.33,0,0
,,188,20.86864859,107.393454,0.01731228,0.12541463,0.979586,1.000638,0.504213,0.0008,0,0,-1,341.284,346.94,1041.322,0,0
,,189,20.87004291,105.117345,0.01689197,0.12434519,0.980759,1.000495,0.572401,0.0014,0,0,-1,341.056,346.757,1041.28,0,0
,,190,20.8706185,107.685838,0.01669126,0.12351008,0.985536,0.999882,0.478318,-0.0001,0,0,-1,340.937,346.507,1041.303,0,0
,,191,20.8717164,109.187879,0.01638819,0.12133815,0.988354,1.000023,0.382242,0.0017,0,0,-1,340.842,346.407,1041.254,0,0
,,192,20.87285441,103.069542,0.01617998,0.12036898,0.987183,1.000075,0.404335,0.0004,0,0,-1,340.681,346.203,1041.289,0,0
,,193,20.87383912,100.459463,0.01568701,0.11872216,0.981931,1.000502,0.430078,0.0006,0,0,-1,340.661,346.096,1041.294,0,0
,,194,20.8744451,102.182933,0.01526144,0.11703868,0.984032,1.000478,0.455466,-0.0017,0,0,-1,340.462,345.932,1041.281,0,0
,,195,20.87641433,101.980997,0.01485809,0.1156493,0.980651,1.000458,0.395018,-0.0012,0,0,-1,340.438,345.774,1041.325,0,0
,,196,20.87778367,104.365742,0.01451674,0.11346181,0.985415,1.000386,0.254052,0.0019,0,0,-1,340.301,345.671,1041.326,0,0
,,197,20.87902539,99.481493,0.0143574,0.11186189,0.985248,1.000115,0.268068,0.0014,0,0,-1,340.2,345.457,1041.384,0,0
,,198,20.87851068,111.009897,0.01393498,0.11081865,0.978531,1.000404,0.384733,0.0018,0,0,-1,340.14,345.389,1041.395,0,0
,,199,20.87923321,100.570416,0.01364628,0.10992363,0.983864,1.00077,0.367025,0.0032,0,0,-1,339.974,345.177,1041.444,0,0
,,200,20.88023197,104.968088,0.01339191,0.10887172,0.98066,1.000083,0.371891,-0.0036,0,0,-1,339.918,345.05,1041.464,0,0
,,201,20.88116474,107.370491,0.01322349,0.10780116,0.984179,1.000773,0.360307,-0.0013,0,0,-1,339.735,344.909,1041.462,0,0
,,202,20.88395713,106.953223,0.01291306,0.10674289,0.989579,1.000366,0.22322,-0.0011,0,0,-1,339.666,344.72,1041.523,0,0
,,203,20.88515785,103.977763,0.0126383,0.10637436,0.986648,1.000712,0.245959,0.0025,0,0,-1,339.573,344.643,1041.511,0,0
,,204,20.88564529,100.443547,0.01241864,0.10498701,0.985025,1.000385,0.351485,0.0019,0,0,-1,339.462,344.444,1041.529,0,0
,,205,20.88660513,104.684675,0.01221395,0.10367516,0.98252,0.999801,0.385827,-0.0024,0,0,-1,339.417,344.376,1041.561,0,0
,,206,20.88783264,108.554365,0.01200723,0.10332183,0.983103,0.99989,0.342873,0.0002,0,0,-1,339.242,344.195,1041.566,0,0
,,207,20.88954457,103.779505,0.01180588,0.10249978,0.991077,0.999855,0.328473,0.0012,0,0,-1,339.176,344.018,1041.513,0,0
,,208,20.89004766,106.6196,0.01152283,0.10137994,0.989581,0.999592,0.29098,0.0011,0,0,-1,338.997,343.86,1041.499,0,0
,,209,20.88987245,105.926809,0.01132256,0.10131226,0.990328,1.000294,0.28638,0.0001,0,0,-1,338.857,343.622,1041.612,0,0
,,210,20.89105362,106.708892,0.01128484,0.1004897,0.987338,1.000172,0.328459,0.0018,0,0,-1,338.773,343.559,1041.501,0,0
,,211,20.891619,103.813493,0.01101945,0.09942067,0.981882,0.9996,0.358985,0.0013,0,0,-1,338.644,343.373,1041.595,0,0
,,212,20.89274632,103.466236,0.01089525,0.09842355,0.986638,0.999933,0.35381,-0.0011,0,0,-1,338.637,343.3,1041.587,0,0
,,213,20.89273758,105.0038,0.01070104,0.09746107,0.986984,0.999848,0.332186,0.0024,0,0,-1,338.476,343.158,1041.563,0,0
,,214,20.89466088,104.71251,0.01040343,0.09746303,0.988382,0.99949,0.274572,0.0015,0,0,-1,338.442,343.015,1041.574,0,0
,,215,20.89552395,101.342794,0.01019857,0.09635053,0.989349,0.99967,0.248163,0,0,0,-1,338.336,342.95,1041.532,0,0
,,216,20.89656413,105.565401,0.01010866,0.09526075,0.981648,0.999205,0.275603,0.0006,0,0,-1,338.241,342.758,1041.515,0,0
,,217,20.8957031,109.134201,0.00980782,0.09437053,0.983167,0.998432,0.324832,-0.0001,0,0,-1,338.199,342.694,1041.493,0,0
,,218,20.89705572,102.31013,0.00969209,0.09438871,0.983039,0.998442,0.314775,0.0014,0,0,-1,338.048,342.558,1041.461,0,0
,,219,20.89677955,104.325571,0.00957829,0.09352194,0.987453,0.999027,0.282917,0,0,0,-1,338.065,342.482,1041.452,0,0
,,220,20.8976635,104.40924,0.00950121,0.09343027,0.989242,0.999489,0.275955,-0.0002,0,0,-1,337.939,342.402,1041.532,0,0
,,221,20.89886461,101.316286,0.00931258,0.09235598,0.984669,0.999683,0.230733,0.0002,0,0,-1,337.922,342.281,1041.554,0,0
,,222,20.89916136,108.101395,0.00919181,0.09142403,0.983647,0.99986,0.192703,0.0017,0,0,-1,337.876,342.273,1041.535,0,0
,,223,20.89967246,106.874427,0.00910398,0.09132252,0.979525,0.999759,0.167968,0.0018,0,0,-1,337.762,342.102,1041.537,0,0
,,224,20.90099467,105.651662,0.0089912,0.09120682,0.980752,0.999732,0.152141,0.0002,0,0,-1,337.756,342.073,1041.531,0,0
,,225,20.90097209,98.029543,0.00890862,0.09080051,0.992407,0.999596,0.17244,0.0003,0,0,-1,337.62,341.96,1041.552,0,0
,,226,20.90136838,105.000001,0.00879256,0.09046078,0.987498,0.999553,0.209066,0.0006,0,0,-1,337.626,341.861,1041.589,0,0
,,227,20.90104859,99.07232,0.00868585,0.08882248,0.986276,0.998778,0.241397,-0.0003,0,0,-1,337.552,341.848,1041.396,0,0
,,228,20.90099703,105.364886,0.0086804,0.08983389,0.987169,0.998757,0.166614,0.0009,0,0,-1,337.549,341.747,1041.176,0,0
,,229,20.90190037,105.793877,0.00859197,0.08867598,0.97938,0.998681,0.137133,0.0006,0,0,-1,337.515,341.753,1041.18,0,0
,,230,20.90158104,101.913009,0.00850758,0.08870043,0.987374,0.998644,0.18109,0.0014,0,0,-1,337.405,341.601,1041.214,0,0
,,231,20.90384352,105.344595,0.00840219,0.08863862,0.987879,0.998517,0.191402,0.0021,0,0,-1,337.429,341.58,1041.471,0,0
,,232,20.90627327,107.151568,0.00839758,0.08848666,0.985225,0.998714,0.21997,0.0024,0,0,-1,337.324,341.528,1041.456,0,0
,,233,20.90618919,107.999119,0.00828477,0.08724742,0.986552,0.998157,0.209541,0.0021,0,0,-1,337.341,341.418,1041.491,0,0
,,234,20.90537202,98.637523,0.00820102,0.08709689,0.981745,0.997551,0.153332,0.0003,0,0,-1,337.263,341.403,1041.505,0,0
,,235,20.90504983,104.302443,0.00819821,0.08600648,0.983047,0.997193,0.177142,0.0011,0,0,-1,337.189,341.265,1041.548,0,0
,,236,20.90573683,100.221267,0.00808868,0.0862203,0.985142,0.997433,0.223819,0.0002,0,0,-1,337.207,341.289,1041.541,0,0
,,237,20.90769598,104.900433,0.0080844,0.0860824,0.985424,0.997279,0.203115,0.0002,0,0,-1,337.117,341.226,1041.533,0,0
,,238,20.90811606,107.410629,0.00789066,0.08516405,0.989956,0.997163,0.14068,-0.0003,0,0,-1,337.179,341.204,1041.573,0,0
,,239,20.9082056,106.154247,0.00789378,0.08515012,0.980184,0.996946,0.122822,0.0002,0,0,-1,337.094,341.186,1041.573,0,0
,,240,20.90815804,105.111371,0.00780342,0.08424409,0.979689,0.99717,0.213489,-0.0009,0,0,-1,337.106,341.075,1041.611,0,0
,,241,20.9077765,100.056621,0.00768748,0.0843019,0.983838,0.996646,0.250895,0.0014,0,0,-1,337.07,341.106,1041.607,0,0
,,242,20.9082691,108.7993,0.00758507,0.0842502,0.985221,0.996672,0.198472,0.0039,0,0,-1,336.981,340.985,1041.612,0,0
,,243,20.9082427,98.541255,0.0074969,0.08426943,0.992928,0.996991,0.123884,0.0011,0,0,-1,336.978,340.933,1041.615,0,0
,,244,20.90836821,107.234787,0.00739053,0.08437981,0.986655,0.996625,0.115027,-0.0003,0,0,-1,336.85,340.861,1041.597,0,0
,,245,20.90798277,101.374368,0.00738578,0.08425857,0.982387,0.996265,0.124282,0.0006,0,0,-1,336.858,340.759,1041.617,0,0
,,246,20.91088155,107.050716,0.00719117,0.08346616,0.983896,0.996324,0.15918,0.0018,0,0,-1,336.785,340.748,1041.59,0,0
,,247,20.91270034,104.304823,0.00719077,0.08335532,0.981114,0.996278,0.171622,0.0001,0,0,-1,336.75,340.635,1041.597,0,0
,,248,20.91239645,102.168177,0.00719468,0.08351046,0.984992,0.995953,0.077991,0,0,0,-1,336.752,340.652,1041.581,0,0
,,249,20.91246987,104.290533,0.00708162,0.08233109,0.987588,0.996614,0.076952,0.0026,0,0,-1,336.634,340.551,1041.545,0,0
,,250,20.9129938,102.491885,0.00699656,0.08223183,0.981901,0.996931,0.072952,0.0002,0,0,-1,336.695,340.545,1041.56,0,0
,,251,20.9134088,100.724713,0.00690694,0.08227233,0.984558,0.996545,0.049169,-0.0002,0,0,-1,336.625,340.534,1041.532,0,0
,,252,20.91272824,108.35974,0.00668625,0.08231389,0.981297,0.996588,0.070309,0.0002,0,0,-1,336.642,340.477,1041.51,0,0
,,253,20.9123344,105.105612,0.00660213,0.08120344,0.985355,0.996819,0.093964,0.0007,0,0,-1,336.637,340.509,1041.494,0,0
,,254,20.91231246,107.567854,0.00659782,0.0812373,0.987963,0.997251,0.081172,-0.0012,0,0,-1,336.588,340.396,1041.482,0,0
,,255,20.91285513,110.158586,0.00660264,0.08109436,0.981274,0.997383,-0.010127,-0.0001,0,0,-1,336.563,340.372,1041.473,0,0
,,256,20.91236524,106.390925,0.00649191,0.08039181,0.980749,0.997319,-0.022665,-0.0026,0,0,-1,336.424,340.246,1041.481,0,0
,,257,20.91296981,103.214032,0.00637708,0.08037917,0.979062,0.997479,0.066221,0.0008,0,0,-1,336.435,340.164,1041.502,0,0
,,258,20.91513842,104.965919,0.00629311,0.07918244,0.980912,0.997627,0.120457,0,0,0,-1,336.334,340.141,1041.469,0,0
,,259,20.91520437,102.402102,0.00620466,0.07912744,0.986731,0.997755,0.060569,-0.0008,0,0,-1,336.325,340.022,1041.497,0,0
,,260,20.91583978,103.578426,0.0059854,0.07815331,0.983566,0.99759,0.032,0.0002,0,0,-1,336.323,340.063,1041.501,0,0
,,261,20.91575746,105.619745,0.0059901,0.07817679,0.981065,0.997497,0.031934,0.0002,0,0,-1,336.201,339.913,1041.582,0,0
,,262,20.91657545,110.965922,0.00590164,0.07732482,0.978711,0.99688,0.009751,-0.0007,0,0,-1,336.212,339.883,1041.599,0,0
,,263,20.91818081,106.112098,0.0057894,0.07730354,0.980795,0.99699,-0.021103,0.0004,0,0,-1,336.119,339.842,1041.591,0,0
,,264,20.91813353,105.604712,0.00567991,0.07644122,0.985782,0.996535,-0.02912,-0.0014,0,0,-1,336.176,339.799,1041.634,0,0
,,265,20.91831199,102.25892,0.00567691,0.07639537,0.983092,0.997103,-0.069499,0.0001,0,0,-1,336.138,339.84,1041.559,0,0
,,266,20.91652528,101.08929,0.00567737,0.07647719,0.983377,0.996985,-0.13958,0.0003,0,0,-1,336.111,339.747,1041.614,0,0
,,267,20.91759624,106.941784,0.00547754,0.07536473,0.984219,0.996602,-0.100678,0.0007,0,0,-1,336.113,339.76,1041.611,0,0
,,268,20.91677091,104.031487,0.00548009,0.0753992,0.978196,0.997031,-0.013206,-0.0001,0,0,-1,335.979,339.635,1041.625,0,0
,,269,20.91591064,103.255255,0.00539992,0.07529103,0.98492,0.996418,-0.054513,0.0002,0,0,-1,335.996,339.577,1041.65,0,0
,,270,20.91825927,99.357358,0.00528635,0.07529143,0.987101,0.997143,-0.103432,0.0013,0,0,-1,335.902,339.569,1041.668,0,0
,,271,20.92010388,106.53534,0.00528055,0.07450607,0.982524,0.997516,-0.006157,0.0024,0,0,-1,335.923,339.49,1041.7,0,0
,,272,20.91974489,105.279983,0.0052011,0.07444968,0.981663,0.996902,-0.032873,0.0013,0,0,-1,335.915,339.535,1041.687,0,0
,,273,20.92019764,103.994388,0.00508649,0.07451889,0.977687,0.997001,-0.110081,0.0007,0,0,-1,335.844,339.441,1041.696,0,0
,,274,20.91996714,109.68268,0.00508754,0.07334075,0.982477,0.996895,-0.052602,0.0008,0,0,-1,335.881,339.445,1041.653,0,0
,,275,20.92081185,101.649666,0.00508689,0.07332027,0.984474,0.996845,0.012624,0.0004,0,0,-1,335.801,339.407,1041.624,0,0
,,276,20.92085757,105.79805,0.0049771,0.07339673,0.985328,0.997493,-0.022579,-0.0003,0,0,-1,335.853,339.365,1041.612,0,0
,,277,20.92087497,100.815937,0.00489195,0.07331553,0.983603,0.997133,-0.115141,-0.0005,0,0,-1,335.763,339.36,1041.651,0,0
,,278,20.92235577,101.195212,0.00477883,0.07332751,0.977083,0.99735,-0.142809,-0.0005,0,0,-1,335.72,339.232,1041.614,0,0
,,279,20.92421311,106.39857,0.0047803,0.07213643,0.981146,0.99719,-0.124475,-0.0006,0,0,-1,335.726,339.261,1041.572,0,0
,,280,20.92444045,102.397476,0.00466787,0.07219986,0.98805,0.996655,-0.155678,0.0004,0,0,-1,335.635,339.185,1041.528,0,0
,,281,20.9243886,107.806689,0.00461252,0.07221395,0.984714,0.996395,-0.091145,-0.0006,0,0,-1,335.671,339.167,1041.509,0,0
,,282,20.92272514,104.617178,0.00461524,0.07142674,0.986617,0.996233,-0.007569,-0.0003,0,0,-1,335.607,339.17,1041.486,0,0
,,283,20.92458321,102.267656,0.00461074,0.07147392,0.983521,0.996,-0.043172,0.0006,0,0,-1,335.662,339.137,1041.475,0,0
,,284,20.92418928,104.058861,0.0045014,0.07148668,0.98086,0.995961,-0.085879,0.0002,0,0,-1,335.657,339.218,1041.457,0,0
,,285,20.92320795,102.50839,0.00438917,0.07140948,0.986364,0.99605,-0.05605,-0.0016,0,0,-1,335.662,339.174,1041.471,0,0
,,286,20.92299386,108.139813,0.00431193,0.07145323,0.98598,0.996063,-0.061167,0.0003,0,0,-1,335.742,339.244,1041.462,0,0
,,287,20.92294394,103.954365,0.00419432,0.07020596,0.983749,0.996121,-0.074157,0.0018,0,0,-1,335.686,339.229,1041.459,0,0
,,288,20.92401191,102.443079,0.00408364,0.07027433,0.982164,0.995779,-0.125729,0.0024,0,0,-1,335.769,339.236,1041.474,0,0
,,289,20.92398725,103.405038,0.00407814,0.07024225,0.97607,0.995201,-0.096069,-0.0019,0,0,-1,335.71,339.268,1041.453,0,0
,,290,20.92437372,106.367858,0.00407888,0.06908774,0.981368,0.995208,-0.101277,0.0013,0,0,-1,335.738,339.226,1041.477,0,0
,,291,20.92487681,103.168341,0.00399663,0.06920146,0.98618,0.995343,-0.169992,0.0037,0,0,-1,335.758,339.293,1041.45,0,0
,,292,20.92664105,106.336779,0.00388347,0.06917774,0.984499,0.995652,-0.168211,0.0018,0,0,-1,335.686,339.185,1041.492,0,0
,,293,20.92645176,106.909314,0.00387849,0.06922556,0.982288,0.995693,-0.112072,0.0019,0,0,-1,335.71,339.179,1041.502,0,0
,,294,20.92652142,108.909249,0.00387928,0.06909422,0.978367,0.995638,-0.136181,0.0036,0,0,-1,335.579,339.116,1041.5,0,0
,,295,20.92653591,103.098765,0.00388716,0.06913331,0.984106,0.995796,-0.165828,0.0004,0,0,-1,335.62,339.036,1041.55,0,0
,,296,20.92726896,107.680717,0.00388029,0.06912536,0.986358,0.996082,-0.14657,0.002,0,0,-1,335.547,339.06,1041.542,0,0
,,297,20.9270973,106.579047,0.00388367,0.06878666,0.98589,0.996081,-0.115883,0.0008,0,0,-1,335.532,338.966,1041.588,0,0
,,298,20.92713259,106.19457,0.00386536,0.06845401,0.984422,0.99595,-0.087553,0,0,0,-1,335.56,339.018,1041.587,0,0
,,299,20.92814071,104.883914,0.00379857,0.06839006,0.978011,0.996298,-0.142847,0,0,0,-1,335.491,338.969,1041.583,0,0
,,300,20.92960565,108.085281,0.00380086,0.06785935,0.979127,0.996515,-0.199005,0.0006,0,0,-1,335.581,338.983,1041.595,0,0
,,301,20.93083463,104.212323,0.00379749,0.06748983,0.98645,0.996038,-0.200553,0.0003,0,0,-1,335.492,338.975,1041.552,0,0
,,302,20.93032856,103.038233,0.00380072,0.06751165,0.984786,0.996316,-0.250427,0.0001,0,0,-1,335.516,338.907,1041.593,0,0
,,303,20.92917385,106.513807,0.00380158,0.0674486,0.987587,0.996521,-0.276649,0.0013,0,0,-1,335.499,338.97,1041.568,0,0
,,304,20.92887429,104.880455,0.00380009,0.06749376,0.974996,0.99611,-0.206803,0.0013,0,0,-1,335.47,338.894,1041.574,0,0
,,305,20.92968979,104.638492,0.00379732,0.06747216,0.978416,0.995978,-0.179345,0.0026,0,0,-1,335.504,338.944,1041.546,0,0
,,306,20.93046544,107.995761,0.00383685,0.06671059,0.989158,0.995473,-0.207857,0.0004,0,0,-1,335.432,338.909,1041.542,0,0
,,307,20.93099337,106.477374,0.00388149,0.0663477,0.985076,0.995355,-0.136558,0.0038,0,0,-1,335.474,338.865,1041.565,0,0
,,308,20.93076965,106.731847,0.00384058,0.06639268,0.985582,0.995501,-0.082515,0.0045,0,0,-1,335.399,338.85,1041.535,0,0
,,309,20.93192484,105.251537,0.00379872,0.06609463,0.981793,0.995071,-0.122205,0.0018,0,0,-1,335.362,338.74,1041.552,0,0
,,310,20.93192923,104.271341,0.00372729,0.06516504,0.97715,0.994871,-0.190145,0.0001,0,0,-1,335.35,338.774,1041.521,0,0
,,311,20.93204807,105.770623,0.0036332,0.06496535,0.983735,0.995095,-0.21442,-0.0006,0,0,-1,335.273,338.678,1041.534,0,0
,,312,20.93266665,104.524791,0.00360203,0.06444496,0.985973,0.995206,-0.249241,0.0027,0,0,-1,335.319,338.677,1041.525,0,0
,,313,20.93270736,104.888187,0.00360393,0.06441054,0.985839,0.995347,-0.268094,0.0011,0,0,-1,335.213,338.652,1041.509,0,0
,,314,20.93410498,104.065088,0.00360032,0.06345236,0.988103,0.995397,-0.21457,-0.0005,0,0,-1,335.292,338.633,1041.547,0,0
,,315,20.93286962,101.612117,0.00350189,0.06324581,0.979543,0.995361,-0.108208,0.0005,0,0,-1,335.287,338.701,1041.439,0,0
,,316,20.93258452,104.205268,0.00349041,0.06334884,0.984463,0.995696,-0.131193,0.0032,0,0,-1,335.287,338.649,1041.477,0,0
,,317,20.93272724,104.539419,0.00340938,0.06325885,0.987496,0.995483,-0.146024,0.0004,0,0,-1,335.346,338.715,1041.464,0,0
,,318,20.93261739,109.383292,0.00329565,0.06330376,0.987456,0.995237,-0.154177,-0.0008,0,0,-1,335.251,338.663,1041.488,0,0
,,319,20.93213006,107.713597,0.00319142,0.06228349,0.984729,0.995026,-0.176,-0.0004,0,0,-1,335.323,338.644,1041.576,0,0
,,320,20.93240137,102.413474,0.00318512,0.06214887,0.981522,0.994661,-0.175963,-0.0002,0,0,-1,335.229,338.631,1041.581,0,0
,,321,20.93248416,104.131741,0.00317869,0.06212842,0.984163,0.994324,-0.158054,0.0002,0,0,-1,335.224,338.558,1041.619,0,0
,,322,20.93278256,105.03747,0.00307656,0.06218953,0.98473,0.994664,-0.161821,0.0024,0,0,-1,335.248,338.634,1041.587,0,0
,,323,20.93278425,107.94574,0.00298769,0.0621866,0.985961,0.994586,-0.224049,0.0019,0,0,-1,335.216,338.577,1041.618,0,0
,,324,20.93260345,101.75468,0.00290857,0.06215182,0.986868,0.994741,-0.225898,0.0016,0,0,-1,335.291,338.628,1041.62,0,0
,,325,20.93294167,101.354822,0.00279831,0.06219392,0.981998,0.995258,-0.188003,-0.0001,0,0,-1,335.216,338.635,1041.605,0,0
,,326,20.93271709,104.710456,0.00279029,0.06208071,0.980146,0.995097,-0.188976,-0.0003,0,0,-1,335.287,338.635,1041.63,0,0
,,327,20.9335557,106.90754,0.00278945,0.06133032,0.982907,0.994959,-0.185961,0.0007,0,0,-1,335.267,338.683,1041.582,0,0
,,328,20.93416817,101.562963,0.00289676,0.06130961,0.981669,0.995301,-0.183108,0.0018,0,0,-1,335.285,338.644,1041.603,0,0
,,329,20.93420028,106.868143,0.00289879,0.06136028,0.989147,0.994957,-0.219035,0.0018,0,0,-1,335.337,338.74,1041.558,0,0
